,file_name,Longitudinal,Chain,Author,Isotype,Age,Size_igblastn,Disease,Link,BSource,BType,Size,Species,Vaccine,Subject,valid_entry_num
1992,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S22_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,45,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,33,human,None,S22,1
1993,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S23_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,154,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,130,human,None,S23,2
1994,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S24_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,142,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,123,human,None,S24,4
1995,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S25_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,688,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,604,human,None,S25,8
1996,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S26_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,23,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,6,human,None,S26,1
1997,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S27_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,7325,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,6121,human,None,S27,98
1998,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S28_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,279,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,251,human,None,S28,7
1999,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S29_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,318,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,288,human,None,S29,4
2000,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S30_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,527,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,455,human,None,S30,9
2001,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S31_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,78,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,50,human,None,S31,2
2002,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S32_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,313,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,263,human,None,S32,4
2003,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S33_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,53,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,37,human,None,S33,2
2004,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S34_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1258,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1022,human,None,S34,10
2005,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S37_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,381,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,333,human,None,S37,3
2006,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S38_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,112,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,87,human,None,S38,1
2007,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S39_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,214,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,173,human,None,S39,2
2008,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S3_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,47,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,23,human,None,S3,1
2009,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S41_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,391,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,283,human,None,S41,4
2010,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S42_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1100,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,961,human,None,S42,17
2011,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S43_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,12,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,12,human,None,S43,2
2012,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S44_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,339,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,255,human,None,S44,5
2013,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S46_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,567,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,148,human,None,S46,5
2014,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S47_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,329,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,292,human,None,S47,8
2015,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S53_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,49,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,30,human,None,S53,1
2016,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S54_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,666,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,555,human,None,S54,7
2017,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S55_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,94,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,61,human,None,S55,2
2018,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S59_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,88,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,30,human,None,S59,1
2019,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S60_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,83,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,55,human,None,S60,2
2020,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S62_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,33,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,30,human,None,S62,1
2021,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S64_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,88,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,51,human,None,S64,1
2022,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S67_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,185,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,165,human,None,S67,2
2023,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S68_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,52,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,20,human,None,S68,2
2024,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S71_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,271,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,223,human,None,S71,8
2025,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S72_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,154,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,128,human,None,S72,3
2026,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S73_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,159,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,92,human,None,S73,4
2027,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S74_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,71,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,53,human,None,S74,1
2028,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S75_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,516,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,415,human,None,S75,7
2029,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S78_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,428,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,369,human,None,S78,3
2030,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S79_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,70,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,40,human,None,S79,3
2031,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S80_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,27,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,14,human,None,S80,1
2032,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S84_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,138,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,111,human,None,S84,1
2033,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S86_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,26,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,23,human,None,S86,1
2034,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S88_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,132,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,53,human,None,S88,3
2035,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S89_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,709,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,520,human,None,S89,7
2036,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S90_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,528,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,459,human,None,S90,8
2037,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S91_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,584,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,507,human,None,S91,7
2038,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S93_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,947,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,656,human,None,S93,13
2039,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S94_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,119,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,61,human,None,S94,2
2040,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S95_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,173,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,156,human,None,S95,2
2041,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S96_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,178,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,155,human,None,S96,1
2042,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S9_Naive-B-Cells_igblastn_IGHG,no,Heavy,"Gidoni et al., (2019)",Bulk,no,139,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,112,human,None,S9,2
2043,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S100_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,171628,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,138237,human,None,S100,6025
2044,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S10_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,177386,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,143361,human,None,S10,4441
2045,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S11_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,172237,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,142060,human,None,S11,5726
2046,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S12_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,181130,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,145537,human,None,S12,2905
2047,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S13_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,219947,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,178487,human,None,S13,7519
2048,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S14_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,177135,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,145623,human,None,S14,4728
2049,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S15_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,177331,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,141971,human,None,S15,4437
2050,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S16_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,222522,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,182332,human,None,S16,8115
2051,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S17_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,208990,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,170499,human,None,S17,4654
2052,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S18_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,174532,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,138399,human,None,S18,5999
2053,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S19_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,194478,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,155336,human,None,S19,6490
2054,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S1_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,81382,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,65870,human,None,S1,1042
2055,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S20_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,115430,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,92504,human,None,S20,3249
2056,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S21_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,143365,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,117091,human,None,S21,2183
2057,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S22_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,182709,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,149928,human,None,S22,4974
2058,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S23_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,129658,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,105043,human,None,S23,1347
2059,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S24_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,166161,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,137116,human,None,S24,6003
2060,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S25_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,180660,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,151394,human,None,S25,6246
2061,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S26_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,119768,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,97039,human,None,S26,4643
2062,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S27_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,197147,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,160820,human,None,S27,4294
2063,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S28_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,117208,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,95411,human,None,S28,2908
2064,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S29_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,177545,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,147968,human,None,S29,6982
2065,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S2_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,99590,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,81679,human,None,S2,938
2066,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S30_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,193950,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,158637,human,None,S30,6826
2067,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S31_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,189603,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,155743,human,None,S31,4446
2068,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S32_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,133781,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,110399,human,None,S32,4770
2069,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S33_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,115171,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,92142,human,None,S33,3677
2070,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S34_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,250472,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,203258,human,None,S34,5648
2071,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S35_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,98026,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,79378,human,None,S35,3392
2072,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S36_Naive-B-Cells_igblastn_IGHM,no,Heavy,"Gidoni et al., (2019)",Bulk,no,204020,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,159994,human,None,S36,6053
